mondo_id	label	category	prevalence_per_100k_us	prioritization_category
MONDO:0010283	syndromic X-linked intellectual disability Lubs type	Neurodevelopmental		expanded
MONDO:0010286	syndromic X-linked intellectual disability Siderius type	Neurodevelopmental		expanded
MONDO:0010663	intellectual disability-hypotonic facies syndrome, X-linked, 1	Neurodevelopmental		expanded
MONDO:0859232	neurodevelopmental disorder with central hypotonia and dysmorphic facies	Neurodevelopmental		expanded
MONDO:0060596	neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	Neurodevelopmental		expanded
MONDO:0030852	neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities	Neurodevelopmental		expanded
MONDO:0014857	neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	Neurodevelopmental		expanded
MONDO:0033630	neurodevelopmental disorder with speech impairment and dysmorphic facies	Neurodevelopmental		expanded
MONDO:0011053	intellectual disability-sparse hair-brachydactyly syndrome	Neurodevelopmental		expanded
MONDO:0859249	parenti-mignot neurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0024266	patent ductus arteriosus 3	Cardiac		expanded
MONDO:0060568	Pilarowski-Bjornsson syndrome	Neurodevelopmental		expanded
MONDO:0008393	Rubinstein-Taybi syndrome due to CREBBP mutations	Neurodevelopmental		expanded
MONDO:0013364	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	Neurodevelopmental		expanded
MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type	Neurodevelopmental		expanded
MONDO:0014944	short stature-brachydactyly-obesity-global developmental delay syndrome	Neurodevelopmental		expanded
MONDO:0014946	Sifrim-Hitz-Weiss syndrome	Neurodevelopmental		expanded
MONDO:0008434	Smith-Magenis syndrome	Neurodevelopmental		expanded
MONDO:0032600	Snijders Blok-Campeau syndrome	Neurodevelopmental		expanded
MONDO:0032790	neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities	Neurodevelopmental		expanded
MONDO:0010193	Weaver syndrome	Neurodevelopmental		expanded
MONDO:0014392	developmental and epileptic encephalopathy, 25	Neurodevelopmental		expanded
MONDO:0010472	developmental and epileptic encephalopathy, 36	Neurodevelopmental		expanded
MONDO:0014868	developmental and epileptic encephalopathy, 38	Neurodevelopmental		expanded
MONDO:0013056	developmental and epileptic encephalopathy, 39	Neurodevelopmental		expanded
MONDO:0014647	developmental and epileptic encephalopathy, 50	Neurodevelopmental		expanded
MONDO:0033364	developmental and epileptic encephalopathy, 55	Neurodevelopmental		expanded
MONDO:0030856	developmental and epileptic encephalopathy 89	Neurodevelopmental		expanded
MONDO:0014947	developmental and epileptic encephalopathy, 46	Neurodevelopmental		expanded
MONDO:0032880	developmental and epileptic encephalopathy, 82	Neurodevelopmental		expanded
MONDO:0007750	hypercholesterolemia, familial, 1	Cardiac		expanded
MONDO:0007751	hypercholesterolemia, autosomal dominant, type B	Cardiac		expanded
MONDO:0011369	hypercholesterolemia, autosomal dominant, 3	Cardiac		expanded
MONDO:0009867	lethal congenital glycogen storage disease of heart	Cardiac		expanded
MONDO:0013291	glycogen storage disease XV	Cardiac		expanded
MONDO:0008535	telangiectasia, hereditary hemorrhagic, type 1	Cardiac		expanded
MONDO:0010880	telangiectasia, hereditary hemorrhagic, type 2	Cardiac		expanded
MONDO:0012532	hereditary hemorrhagic telangiectasia type 4	Cardiac		expanded
MONDO:0014217	telangiectasia, hereditary hemorrhagic, type 5	Cardiac		expanded
MONDO:0958241	cardiomyopathy, familial hypertrophic, 30, atrial	Cardiac		expanded
MONDO:0054838	cardiomyopathy, familial hypertrophic 27	Cardiac		expanded
MONDO:0030317	cardiomyopathy, familial hypertrophic, 28	Cardiac		expanded
MONDO:0859372	cardiomyopathy, familial hypertrophic, 29, with polyglucosan bodies	Cardiac		expanded
MONDO:0013412	hypertrophic cardiomyopathy 9	Cardiac		expanded
MONDO:0010946	hypertrophic cardiomyopathy 6	Cardiac		expanded
MONDO:0008647	hypertrophic cardiomyopathy 1	Cardiac		expanded
MONDO:0012112	hypertrophic cardiomyopathy 10	Cardiac		expanded
MONDO:0012799	hypertrophic cardiomyopathy 11	Cardiac		expanded
MONDO:0012804	hypertrophic cardiomyopathy 12	Cardiac		expanded
MONDO:0013195	hypertrophic cardiomyopathy 13	Cardiac		expanded
MONDO:0013197	hypertrophic cardiomyopathy 14	Cardiac		expanded
MONDO:0013200	hypertrophic cardiomyopathy 15	Cardiac		expanded
MONDO:0013455	hypertrophic cardiomyopathy 16	Cardiac		expanded
MONDO:0013474	hypertrophic cardiomyopathy 17	Cardiac		expanded
MONDO:0013475	hypertrophic cardiomyopathy 18	Cardiac		expanded
MONDO:0007266	hypertrophic cardiomyopathy 2	Cardiac		expanded
MONDO:0013477	hypertrophic cardiomyopathy 20	Cardiac		expanded
MONDO:0013852	hypertrophic cardiomyopathy 21	Cardiac		expanded
MONDO:0011843	hypertrophic cardiomyopathy 25	Cardiac		expanded
MONDO:0007267	hypertrophic cardiomyopathy 3	Cardiac		expanded
MONDO:0007268	hypertrophic cardiomyopathy 4	Cardiac		expanded
MONDO:0013369	hypertrophic cardiomyopathy 7	Cardiac		expanded
MONDO:0012111	hypertrophic cardiomyopathy 8	Cardiac		expanded
MONDO:0005045	hypertrophic cardiomyopathy	Cardiac		expanded
MONDO:0010469	epsilon-trimethyllysine hydroxylase deficiency	Neurodevelopmental		expanded
MONDO:0012650	Cernunnos-XLF deficiency	Neurodevelopmental		expanded
MONDO:0014981	immunodeficiency 49	Neurodevelopmental		expanded
MONDO:0030266	immunodeficiency 80 with or without congenital cardiomyopathy	Cardiac		expanded
MONDO:0030528	immunodeficiency 93 and hypertrophic cardiomyopathy	Cardiac		expanded
MONDO:0013934	combined immunodeficiency due to STK4 deficiency	Cardiac		expanded
MONDO:0013970	branched-chain keto acid dehydrogenase kinase deficiency	Neurodevelopmental		expanded
MONDO:0010327	HSD10 mitochondrial disease	Neurodevelopmental		expanded
MONDO:0011758	Hurler syndrome	Cardiac		expanded
MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency	Neurodegenerative		expanded
MONDO:0010056	spinal muscular atrophy, type IV	Neurodegenerative		expanded
MONDO:0014667	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3	Cardiac		expanded
MONDO:0014668	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4	Cardiac		expanded
MONDO:0011451	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	Cardiac		expanded
MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	Cardiac		expanded
MONDO:0013865	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	Cardiac		expanded
MONDO:0012557	cardiomyopathy-hypotonia-lactic acidosis syndrome	Cardiac		expanded
MONDO:0010771	histiocytoid cardiomyopathy	Cardiac		expanded
MONDO:0010777	cardiomyopathy, infantile hypertrophic	Cardiac		expanded
MONDO:0010772	Leber optic atrophy and dystonia	Cardiac		expanded
MONDO:0010794	NARP syndrome	Neurodegenerative		expanded
MONDO:0010796	Parkinson disease, mitochondrial	Neurodegenerative		expanded
MONDO:0011640	genitopatellar syndrome	Neurodevelopmental		expanded
MONDO:0009856	Peters plus syndrome	Cardiac		expanded
MONDO:0010798	proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome	Neurodegenerative		expanded
MONDO:0009419	Woodhouse-Sakati syndrome	Neurodevelopmental		expanded
MONDO:0100348	neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities	Neurodevelopmental		expanded
MONDO:0060621	neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	Neurodevelopmental		expanded
MONDO:0030994	neurodevelopmental disorder with or without autism or seizures	Neurodevelopmental		expanded
MONDO:0060622	neurodevelopmental disorder with severe motor impairment and absent language	Neurodegenerative		expanded
MONDO:0060622	neurodevelopmental disorder with severe motor impairment and absent language	Neurodevelopmental		expanded
MONDO:0010781	ataxia and polyneuropathy, adult-onset	Neurodegenerative		expanded
MONDO:0014523	juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome	Neurodegenerative		expanded
MONDO:0011835	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	Neurodegenerative		expanded
MONDO:0958018	leukodystrophy, hypomyelinating, 27	Neurodegenerative		expanded
MONDO:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	Neurodegenerative		expanded
MONDO:0011397	autosomal dominant cerebellar ataxia, deafness and narcolepsy	Neurodegenerative		expanded
MONDO:0009669	spinal muscular atrophy, type 1	Neurodegenerative		expanded
MONDO:0009673	spinal muscular atrophy, type II	Neurodegenerative		expanded
MONDO:0009672	spinal muscular atrophy, type III	Neurodegenerative		expanded
MONDO:0011660	autosomal dominant nonsyndromic hearing loss 22	Cardiac		expanded
MONDO:0011101	peroxisome biogenesis disorder 1B	Neurodegenerative		expanded
MONDO:0013931	peroxisome biogenesis disorder 4B	Neurodegenerative		expanded
MONDO:0030346	ciliary dyskinesia, primary, 47, and lissencephaly	Neurodevelopmental		expanded
MONDO:0012853	Fontaine progeroid syndrome	Cardiac		expanded
MONDO:0014831	progeroid and marfanoid aspect-lipodystrophy syndrome	Cardiac		expanded
MONDO:0007103	amyotrophic lateral sclerosis type 1	Neurodegenerative		expanded
MONDO:0014248	autism spectrum disorder - epilepsy - arthrogryposis syndrome	Neurodevelopmental		expanded
MONDO:0032772	brain abnormalities, neurodegeneration, and dysosteosclerosis	Neurodegenerative		expanded
MONDO:0014609	cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	Cardiac		expanded
MONDO:0009162	Ellis-van Creveld syndrome	Cardiac		expanded
MONDO:0009260	GM1 gangliosidosis type 1	Cardiac		expanded
MONDO:0014318	hyperphosphatasia with intellectual disability syndrome 4	Neurodevelopmental		expanded
MONDO:0044312	immunoskeletal dysplasia with neurodevelopmental abnormalities	Neurodevelopmental		expanded
MONDO:0007892	Lenz-Majewski hyperostotic dwarfism	Neurodevelopmental		expanded
MONDO:0030045	Liberfarb syndrome	Neurodevelopmental		expanded
MONDO:0010650	Melnick-Needles syndrome	Neurodevelopmental		expanded
MONDO:0008871	microcephalic osteodysplastic primordial dwarfism type I	Neurodevelopmental		expanded
MONDO:0008872	microcephalic osteodysplastic primordial dwarfism type II	Neurodevelopmental		expanded
MONDO:0015012	mucopolysaccharidosis-plus syndrome	Cardiac		expanded
MONDO:0009511	Larsen-like syndrome, B3GAT3 type	Cardiac		expanded
MONDO:0007688	Myhre syndrome	Neurodevelopmental		expanded
MONDO:0014413	orofaciodigital syndrome type 14	Neurodevelopmental		expanded
MONDO:0009073	Ritscher-Schinzel syndrome 1	Cardiac		expanded
MONDO:0010010	Schinzel-Giedion syndrome	Neurodevelopmental		expanded
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	Neurodegenerative		expanded
MONDO:0014748	progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	Cardiac		expanded
MONDO:0014793	microcephaly-congenital cataract-psoriasiform dermatitis syndrome	Neurodevelopmental		expanded
MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	Neurodegenerative		expanded
MONDO:0030065	agenesis of corpus callosum, cardiac, ocular, and genital syndrome	Cardiac		expanded
MONDO:0008740	agnathia-otocephaly complex	Neurodevelopmental		expanded
MONDO:0008817	arterial calcification, generalized, of infancy, 1	Cardiac		expanded
MONDO:0014399	ataxia-telangiectasia-like disorder 2	Neurodegenerative		expanded
MONDO:0011233	Axenfeld-Rieger syndrome type 3	Cardiac		expanded
MONDO:0010992	Ayme-Gripp syndrome	Neurodevelopmental		expanded
MONDO:0033642	neurodevelopmental disorder with alopecia and brain abnormalities	Neurodevelopmental		expanded
MONDO:0009470	Baraitser-Winter syndrome 1	Neurodevelopmental		expanded
MONDO:0013362	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	Cardiac		expanded
MONDO:0013362	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	Neurodevelopmental		expanded
MONDO:0859296	neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss	Neurodevelopmental		expanded
MONDO:0014320	Bosch-Boonstra-Schaaf optic atrophy syndrome	Neurodevelopmental		expanded
MONDO:0007235	branchiooculofacial syndrome	Neurodevelopmental		expanded
MONDO:0030606	Bryant-Li-Bhoj neurodevelopmental syndrome 1	Neurodevelopmental		expanded
MONDO:0030607	Bryant-Li-Bhoj neurodevelopmental syndrome 2	Neurodevelopmental		expanded
MONDO:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	Cardiac		expanded
MONDO:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	Neurodevelopmental		expanded
MONDO:0032572	cardiac, facial, and digital anomalies with developmental delay	Cardiac		expanded
MONDO:0030873	cardiofacioneurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0008005	cardiospondylocarpofacial syndrome	Cardiac		expanded
MONDO:0011038	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	Neurodegenerative		expanded
MONDO:0014104	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 4	Neurodegenerative		expanded
MONDO:0014104	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 4	Neurodevelopmental		expanded
MONDO:0007297	ADan amyloidosis	Cardiac		expanded
MONDO:0007297	ADan amyloidosis	Neurodegenerative		expanded
MONDO:0013658	intellectual disability, autosomal dominant 11	Neurodevelopmental		expanded
MONDO:0010886	2q37 microdeletion syndrome	Neurodevelopmental		expanded
MONDO:0010558	choroideremia-deafness-obesity syndrome	Neurodevelopmental		expanded
MONDO:0035819	cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome	Neurodevelopmental		expanded
MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	Cardiac		expanded
MONDO:0010561	Coffin-Lowry syndrome	Neurodevelopmental		expanded
MONDO:0010221	CHIME syndrome	Cardiac		expanded
MONDO:0010221	CHIME syndrome	Neurodevelopmental		expanded
MONDO:0007355	uveal coloboma-cleft lip and palate-intellectual disability	Neurodevelopmental		expanded
MONDO:0060532	congenital heart defects and skeletal malformations syndrome	Cardiac		expanded
MONDO:0009008	heart defect - tongue hamartoma - polysyndactyly syndrome	Cardiac		expanded
MONDO:0009008	heart defect - tongue hamartoma - polysyndactyly syndrome	Neurodevelopmental		expanded
MONDO:0014000	congenital heart defects, multiple types, 2	Cardiac		expanded
MONDO:0010333	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	Neurodevelopmental		expanded
MONDO:0007395	craniofacial-deafness-hand syndrome	Neurodevelopmental		expanded
MONDO:0060713	deafness, congenital heart defects, and posterior embryotoxon	Cardiac		expanded
MONDO:0009079	DOORS syndrome	Neurodevelopmental		expanded
MONDO:0033667	Delpire-McNeill syndrome	Neurodevelopmental		expanded
MONDO:0859251	Dentici-Novelli neurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0014133	developmental and epileptic encephalopathy, 16	Neurodevelopmental		expanded
MONDO:0034106	developmental and epileptic encephalopathy, 73	Neurodevelopmental		expanded
MONDO:0032822	developmental and epileptic encephalopathy, 80	Neurodevelopmental		expanded
MONDO:0032858	developmental and epileptic encephalopathy, 81	Neurodevelopmental		expanded
MONDO:0029140	glycosylphosphatidylinositol biosynthesis defect 18	Neurodevelopmental		expanded
MONDO:0009104	Donnai-Barrow syndrome	Neurodevelopmental		expanded
MONDO:0044696	early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome	Neurodevelopmental		expanded
MONDO:0008115	Feingold syndrome type 1	Neurodevelopmental		expanded
MONDO:0859220	Ferguson-Bonni neurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0010318	FG syndrome 4	Neurodevelopmental		expanded
MONDO:0010592	focal dermal hypoplasia	Neurodevelopmental		expanded
MONDO:0014395	frontotemporal dementia and/or amyotrophic lateral sclerosis 2	Neurodegenerative		expanded
MONDO:0012634	craniofacial dysplasia - osteopenia syndrome	Neurodevelopmental		expanded
MONDO:0014379	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	Neurodevelopmental		expanded
MONDO:0009337	Hennekam lymphangiectasia-lymphedema syndrome 1	Cardiac		expanded
MONDO:0014454	Hennekam lymphangiectasia-lymphedema syndrome 2	Cardiac		expanded
MONDO:0011273	H syndrome	Cardiac		expanded
MONDO:0032787	holoprosencephaly 12 with or without pancreatic agenesis	Neurodevelopmental		expanded
MONDO:0013772	Huppke-Brendel syndrome	Neurodegenerative		expanded
MONDO:0100255	adenosine kinase deficiency	Neurodevelopmental		expanded
MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	Neurodevelopmental		expanded
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	Neurodevelopmental		expanded
MONDO:0032687	intellectual developmental disorder with abnormal behavior, microcephaly, and short stature	Neurodevelopmental		expanded
MONDO:0044319	intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	Neurodevelopmental		expanded
MONDO:0010417	syndromic X-linked intellectual disability Najm type	Neurodevelopmental		expanded
MONDO:0014376	intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism	Neurodevelopmental		expanded
MONDO:0030913	intellectual disability, autosomal dominant 48	Neurodevelopmental		expanded
MONDO:0014354	intellectual disability, autosomal recessive 43	Neurodevelopmental		expanded
MONDO:0014649	intellectual disability, autosomal recessive 50	Neurodevelopmental		expanded
MONDO:0010488	intellectual disability, X-linked 100	Neurodevelopmental		expanded
MONDO:0030907	intellectual disability, X-linked 106	Neurodevelopmental		expanded
MONDO:0010502	intellectual disability, X-linked 99, syndromic, female-restricted	Neurodevelopmental		expanded
MONDO:0030908	intellectual disability, X-linked, syndromic, 35	Neurodevelopmental		expanded
MONDO:0958322	intellectual developmental disorder, X-linked, syndromic 37	Neurodevelopmental		expanded
MONDO:0010661	severe X-linked intellectual disability, Gustavson type	Neurodevelopmental		expanded
MONDO:0010277	syndromic X-linked intellectual disability Shashi type	Neurodevelopmental		expanded
MONDO:0010497	intellectual disability, X-linked 102	Neurodevelopmental		expanded
MONDO:0859224	intellectual disability and myopathy syndrome	Neurodevelopmental		expanded
MONDO:0024540	Jervell and Lange-Nielsen syndrome 1	Cardiac		expanded
MONDO:0012871	Jervell and Lange-Nielsen syndrome 2	Cardiac		expanded
MONDO:0009720	Keipert syndrome	Neurodevelopmental		expanded
MONDO:0033664	Kilquist syndrome	Neurodevelopmental		expanded
MONDO:0100082	LEOPARD syndrome 1	Cardiac		expanded
MONDO:0012691	LEOPARD syndrome 2	Cardiac		expanded
MONDO:0013380	LEOPARD syndrome 3	Cardiac		expanded
MONDO:0014632	hypomyelinating leukodystrophy 10	Neurodegenerative		expanded
MONDO:0014632	hypomyelinating leukodystrophy 10	Neurodevelopmental		expanded
MONDO:0014732	hypomyelinating leukodystrophy 12	Neurodegenerative		expanded
MONDO:0033486	leukodystrophy, hypomyelinating, 14	Neurodegenerative		expanded
MONDO:0054782	leukodystrophy, hypomyelinating, 15	Neurodegenerative		expanded
MONDO:0030514	leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	Cardiac		expanded
MONDO:0030514	leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	Neurodegenerative		expanded
MONDO:0012905	hypomyelinating leukodystrophy 6	Neurodegenerative		expanded
MONDO:0014572	Lichtenstein-Knorr syndrome	Neurodegenerative		expanded
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	Neurodevelopmental		expanded
MONDO:0014797	lymphatic malformation 6	Cardiac		expanded
MONDO:0013540	deafness-lymphedema-leukemia syndrome	Cardiac		expanded
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	Neurodevelopmental		expanded
MONDO:0018820	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	Cardiac		expanded
MONDO:0018820	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	Neurodegenerative		expanded
MONDO:0018820	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0011488	microcephaly 3, primary, autosomal recessive	Neurodevelopmental		expanded
MONDO:0012106	microcephaly 5, primary, autosomal recessive	Neurodevelopmental		expanded
MONDO:0013659	microcephaly-capillary malformation syndrome	Neurodevelopmental		expanded
MONDO:0014785	microcephaly, short stature, and impaired glucose metabolism 2	Neurodevelopmental		expanded
MONDO:0010261	microphthalmia, syndromic 2	Cardiac		expanded
MONDO:0014820	mitochondrial DNA depletion syndrome 14 (cardioencephalomyopathic type)	Cardiac		expanded
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	Neurodegenerative		expanded
MONDO:0026722	Mullegama-Klein-Martinez syndrome	Neurodevelopmental		expanded
MONDO:0010466	multiple congenital anomalies-hypotonia-seizures syndrome 2	Neurodevelopmental		expanded
MONDO:0032738	gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy	Neurodevelopmental		expanded
MONDO:0044714	mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	Neurodegenerative		expanded
MONDO:0032942	neurodevelopmental disorder with microcephaly and dysmorphic facies	Neurodevelopmental		expanded
MONDO:0014940	neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	Neurodegenerative		expanded
MONDO:0957225	neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities	Neurodegenerative		expanded
MONDO:0100095	neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures	Neurodegenerative		expanded
MONDO:0859304	neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction	Neurodegenerative		expanded
MONDO:0859241	neurodegeneration, childhood-onset, with progressive microcephaly	Neurodegenerative		expanded
MONDO:0859241	neurodegeneration, childhood-onset, with progressive microcephaly	Neurodevelopmental		expanded
MONDO:0700288	early-childhood-onset neurodegeneration with retinitis pigmentosa, sensorineural hearing loss, and demyelinating peripheral neuropathy	Neurodegenerative		expanded
MONDO:0032758	neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia	Neurodegenerative		expanded
MONDO:0968947	neurodevelopmental disorder plus optic atrophy	Neurodevelopmental		expanded
MONDO:0859519	neurodevelopmental disorder with absent speech and movement and behavioral abnormalities	Neurodevelopmental		expanded
MONDO:0032855	neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies	Neurodevelopmental		expanded
MONDO:0032894	neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy	Neurodevelopmental		expanded
MONDO:0859206	neurodevelopmental disorder with hearing loss and spasticity	Neurodevelopmental		expanded
MONDO:0014698	microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	Neurodevelopmental		expanded
MONDO:0957541	neurodevelopmental disorder with hypotonia and speech delay, with or without seizures	Neurodevelopmental		expanded
MONDO:0013787	psychomotor retardation, epilepsy, and craniofacial dysmorphism	Neurodevelopmental		expanded
MONDO:0971043	neurodevelopmental disorder with hypotonia, feeding difficulties, facial dysmorphism, and brain abnormalities	Neurodevelopmental		expanded
MONDO:0060496	neurodevelopmental disorder with hypotonia, neuropathy, and deafness	Neurodevelopmental		expanded
MONDO:0968945	neurodevelopmental disorder with language impairment, autism, and attention deficit-hyperactivity disorder	Neurodevelopmental		expanded
MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0957218	neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities	Neurodevelopmental		expanded
MONDO:0060577	neurodevelopmental disorder with microcephaly, ataxia, and seizures	Neurodegenerative		expanded
MONDO:0060577	neurodevelopmental disorder with microcephaly, ataxia, and seizures	Neurodevelopmental		expanded
MONDO:0859287	neurodevelopmental disorder with microcephaly, hypotonia, and absent language	Neurodevelopmental		expanded
MONDO:0859236	neurodevelopmental disorder with neuromuscular and skeletal abnormalities	Neurodevelopmental		expanded
MONDO:0859148	neurodevelopmental disorder with seizures and gingival overgrowth	Neurodevelopmental		expanded
MONDO:0859516	neurodevelopmental disorder with seizures, spasticity, and complete or partial agenesis of the corpus callosum	Neurodevelopmental		expanded
MONDO:0859272	neurodevelopmental disorder with speech delay and variable ocular anomalies	Neurodevelopmental		expanded
MONDO:0971007	neuroocular syndrome 1	Neurodevelopmental		expanded
MONDO:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	Cardiac		expanded
MONDO:0013118	Nijmegen breakage syndrome-like disorder	Neurodevelopmental		expanded
MONDO:0008104	Noonan syndrome 1	Cardiac		expanded
MONDO:0032786	Noonan syndrome 11	Cardiac		expanded
MONDO:0013186	Noonan syndrome 6	Cardiac		expanded
MONDO:0036189	oculogastrointestinal-neurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0010477	blepharophimosis - intellectual disability syndrome, MKB type	Neurodevelopmental		expanded
MONDO:0010590	FG syndrome 1	Neurodevelopmental		expanded
MONDO:0010702	orofaciodigital syndrome I	Neurodevelopmental		expanded
MONDO:0975705	otofacial neurodevelopmental syndrome	Neurodevelopmental		expanded
MONDO:0012198	PCWH syndrome	Neurodegenerative		expanded
MONDO:0012984	PHARC syndrome	Neurodegenerative		expanded
MONDO:0009798	Primrose syndrome	Neurodevelopmental		expanded
MONDO:0009821	lethal osteosclerotic bone dysplasia	Neurodevelopmental		expanded
MONDO:0010653	Renpenning syndrome	Neurodevelopmental		expanded
MONDO:0013005	EAST syndrome	Neurodegenerative		expanded
MONDO:0013005	EAST syndrome	Neurodevelopmental		expanded
MONDO:0100297	short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	Cardiac		expanded
MONDO:0030953	short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 2	Cardiac		expanded
MONDO:0859198	short stature, impaired intellectual development, microcephaly, hypotonia, and ocular anomalies	Neurodevelopmental		expanded
MONDO:0008426	Shprintzen-Goldberg syndrome	Cardiac		expanded
MONDO:0013960	sinoatrial node dysfunction and deafness	Cardiac		expanded
MONDO:0859340	spinocerebellar ataxia 27B, late-onset	Neurodegenerative		expanded
MONDO:0013594	spinocerebellar ataxia type 36	Neurodegenerative		expanded
MONDO:0014601	autosomal recessive spinocerebellar ataxia 20	Neurodegenerative		expanded
MONDO:0014601	autosomal recessive spinocerebellar ataxia 20	Neurodevelopmental		expanded
MONDO:0030323	spinocerebellar ataxia, autosomal recessive 31	Neurodegenerative		expanded
MONDO:0054591	Stankiewicz-Isidor syndrome	Neurodevelopmental		expanded
MONDO:0011533	temtamy preaxial brachydactyly syndrome	Neurodevelopmental		expanded
MONDO:0014918	tall stature-intellectual disability-renal anomalies syndrome	Neurodevelopmental		expanded
MONDO:0060554	vertebral, cardiac, renal, and limb defects syndrome 1	Cardiac		expanded
MONDO:0013252	Warsaw breakage syndrome	Neurodevelopmental		expanded
MONDO:0014606	intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome	Neurodevelopmental		expanded
MONDO:0008684	Wolf-Hirschhorn syndrome	Neurodevelopmental		expanded
MONDO:0014848	TELO2-related intellectual disability-neurodevelopmental disorder	Neurodevelopmental		expanded
MONDO:0024526	Zimmermann-Laband syndrome 1	Neurodevelopmental		expanded
MONDO:0010496	X-linked intellectual disability-short stature-overweight syndrome	Neurodevelopmental		expanded
